date,log_date_ths,time_ths,target_ths,target_raw_ths,top10_raw_ths,top1_ths,log_date_jq,time_jq,target_jq,target_raw_jq,top10_raw_jq,top1_jq,target_match,top1_match,top10_overlap
2025-06-10,2025-06-10,13:10:00,515120,515120.SH,"515120.SH:2.8878,159992.SZ:2.8188,513750.SH:1.9074,513090.SH:1.2069,161226.SZ:1.1852,513920.SH:1.0080,159509.SZ:0.9110,512010.SH:0.8325,159502.SZ:0.6703,159869.SZ:0.6639",515120,2025-06-10,13:10:00,515120,515120.XSHG,"515120.XSHG:2.6140,159992.XSHE:2.5570,513750.XSHG:1.8913,513090.XSHG:1.1609,159509.XSHE:1.0825,513920.XSHG:0.9956,512010.XSHG:0.8452,161226.XSHE:0.7614,513190.XSHG:0.7412,517520.XSHG:0.6001",515120,True,True,8
2025-06-11,2025-06-11,13:10:00,515120,515120.SH,"515120.SH:2.8381,159992.SZ:2.7923,161226.SZ:1.6520,159502.SZ:1.2376,513920.SH:1.1374,159869.SZ:1.0954,513190.SH:0.9448,513290.SH:0.8215,517520.SH:0.7993,159825.SZ:0.7873",515120,2025-06-11,13:10:00,515120,515120.XSHG,"515120.XSHG:2.7236,159992.XSHE:2.6810,513750.XSHG:2.0230,513090.XSHG:1.3131,161226.XSHE:1.2067,513920.XSHG:1.0493,159509.XSHE:0.8689,513190.XSHG:0.8366,512010.XSHG:0.7844,159869.XSHE:0.7447",515120,True,True,6
2025-06-12,2025-06-12,13:10:00,515120,515120.SH,"515120.SH:3.3537,159992.SZ:3.3249,513090.SH:1.9706,161226.SZ:1.8386,159869.SZ:1.7207,517520.SH:1.2899,513920.SH:1.2269,159502.SZ:1.2185,159825.SZ:0.9190,512010.SH:0.8403",515120,2025-06-12,13:10:00,515120,515120.XSHG,"515120.XSHG:3.1212,159992.XSHE:3.0808,513750.XSHG:2.2091,513090.XSHG:1.6303,161226.XSHE:1.5215,159869.XSHE:1.2759,513920.XSHG:1.1435,159502.XSHE:1.1354,513190.XSHG:0.9734,517520.XSHG:0.9474",515120,True,True,8
2025-06-13,2025-06-13,13:10:00,515120,515120.SH,"515120.SH:2.9144,159992.SZ:2.8363,513750.SH:2.1910,159869.SZ:1.8747,161226.SZ:1.8462,513090.SH:1.8401,513920.SH:1.3921,513190.SH:1.0778,159825.SZ:0.9539,515880.SH:0.7599",515120,2025-06-13,13:10:00,515120,515120.XSHG,"515120.XSHG:3.0822,159992.XSHE:3.0120,513750.XSHG:2.2076,161226.XSHE:1.7790,513090.XSHG:1.7404,159869.XSHE:1.5609,517520.XSHG:1.4263,513920.XSHG:1.2866,513190.XSHG:1.0392,159502.XSHE:1.0232",515120,True,True,8
2025-06-16,2025-06-16,13:10:00,159992,159992.SZ,"159992.SZ:2.5518,515120.SH:2.5401,513750.SH:2.3375,513090.SH:2.2259,161226.SZ:1.8263,517520.SH:1.8062,513920.SH:1.4602,513190.SH:1.2106,515880.SH:1.1686,159502.SZ:1.1312",159992,2025-06-16,13:10:00,161226,161226.XSHE,"161226.XSHE:1.7696,159502.XSHE:1.1199,513290.XSHG:0.7064,513310.XSHG:0.5585,501018.XSHG:0.4417,159985.XSHE:0.3848,513500.XSHG:0.2136,159518.XSHE:0.2096,518880.XSHG:0.1841,513520.XSHG:0.1285",161226,False,False,2
2025-06-17,2025-06-17,13:10:00,159869,159869.SZ,"159869.SZ:2.8372,513090.SH:2.7775,513750.SH:2.4211,161226.SZ:1.9616,517520.SH:1.6649,515120.SH:1.5912,159992.SZ:1.5585,513920.SH:1.4919,515880.SH:1.4801,501018.SH:1.4732",159869,2025-06-17,13:10:00,161226,161226.XSHE,"161226.XSHE:1.8959,501018.XSHG:0.8765,513290.XSHG:0.6576,513310.XSHG:0.5865,159985.XSHE:0.4811,159509.XSHE:0.3448,159518.XSHE:0.2939,518880.XSHG:0.2662,513500.XSHG:0.1955,513520.XSHG:0.1661",161226,False,False,2
2025-06-18,2025-06-18,13:10:00,159869,159869.SZ,"159869.SZ:2.7868,501018.SH:2.5574,161226.SZ:2.4196,513090.SH:2.3641,515880.SH:2.0513,513750.SH:1.9270,517520.SH:1.6315,513920.SH:1.4372,159583.SZ:1.3596,159851.SZ:1.2519",159869,2025-06-18,13:10:00,161226,161226.XSHE,"161226.XSHE:2.2228,501018.XSHG:1.6134,513310.XSHG:0.6706,159985.XSHE:0.5495,159518.XSHE:0.4708,518880.XSHG:0.2979,159509.XSHE:0.2837,513520.XSHG:0.1941,513500.XSHG:0.1653,159980.XSHE:0.0028",161226,False,False,2
2025-06-19,2025-06-19,13:10:00,159892,159892.SZ,"159892.SZ:4.1842,159869.SZ:2.6195,515880.SH:2.4826,161226.SZ:2.0402,159583.SZ:1.7064,515050.SH:1.3906,159363.SZ:1.3858,159518.SZ:1.2620,513350.SH:1.2582,513750.SH:1.1967",159892,2025-06-19,13:10:00,501018,501018.XSHG,"501018.XSHG:2.8950,159518.XSHE:0.7596,159985.XSHE:0.5571,518880.XSHG:0.2766,513520.XSHG:0.2001",501018,False,False,1
2025-06-20,2025-06-20,13:10:00,159518,159518.SZ,"159518.SZ:1.5552,513310.SH:0.9158,159985.SZ:0.6109",159518,2025-06-20,13:10:00,159518,159518.XSHE,"159518.XSHE:1.2307,513310.XSHG:0.8561,159985.XSHE:0.6041",159518,True,True,3
2025-06-23,2025-06-23,13:10:00,159518,159518.SZ,"159518.SZ:2.1765,513310.SH:0.8490",159518,2025-06-23,13:10:00,159518,159518.XSHE,"159518.XSHE:1.6766,513310.XSHG:0.8580",159518,True,True,2
2025-06-24,2025-06-24,13:10:00,513310,513310.SH,"513310.SH:1.2196,513500.SH:0.1369,159509.SZ:0.1017,513520.SH:0.0875,513100.SH:0.0440",513310,2025-06-24,13:10:00,513310,513310.XSHG,"513310.XSHG:1.0703,513500.XSHG:0.1090,159509.XSHE:0.1026,513520.XSHG:0.0847,513100.XSHG:0.0269,513400.XSHG:0.0000",513310,True,True,5
2025-06-25,2025-06-25,13:10:00,513120,513120.SH,"513120.SH:3.3321,515880.SH:2.4024,159892.SZ:1.9853,159583.SZ:1.9148,515050.SH:1.8570,513310.SH:1.5564,159869.SZ:1.3368,512800.SH:1.2379,513920.SH:1.1633,513630.SH:0.8200",513120,2025-06-25,13:10:00,513120,513120.XSHG,"513120.XSHG:3.9240,159851.XSHE:2.4110,515880.XSHG:2.3323,159892.XSHE:2.2646,513090.XSHG:1.9431,513750.XSHG:1.9352,513190.XSHG:1.8226,515050.XSHG:1.6594,159869.XSHE:1.4173,159363.XSHE:1.3810",513120,True,True,5
2025-06-26,2025-06-26,13:10:00,513750,513750.SH,"513750.SH:2.6311,513190.SH:2.4624,159363.SZ:2.0908,513310.SH:1.8311,512800.SH:1.4805,159869.SZ:1.4343,159892.SZ:1.3723,513920.SH:1.0756,512070.SH:0.9346,513630.SH:0.8795",513750,2025-06-26,13:10:00,159851,159851.XSHE,"159851.XSHE:3.8422,513090.XSHG:3.0573,513120.XSHG:2.9258,515880.XSHG:2.7630,513750.XSHG:2.4236,513190.XSHG:2.2319,515050.XSHG:2.1041,159363.XSHE:1.8796,159892.XSHE:1.8052,513310.XSHG:1.6366",159851,False,False,5
2025-06-27,2025-06-27,13:10:00,513090,513090.SH,"513090.SH:4.0364,515880.SH:3.3030,159363.SZ:2.5153,513750.SH:2.4541,513190.SH:2.2541,513310.SH:1.8360,501018.SH:1.5755,159869.SZ:1.1246,512070.SH:1.0725,512880.SH:1.0166",513090,2025-06-27,13:10:00,159851,159851.XSHE,"159851.XSHE:4.8439,513090.XSHG:3.5485,515880.XSHG:3.0728,513750.XSHG:2.4554,515050.XSHG:2.4100,513190.XSHG:2.2642,159363.XSHE:2.2330,513310.XSHG:1.7917,512800.XSHG:1.3289,159869.XSHE:1.2902",159851,False,False,7
2025-06-30,2025-06-30,13:10:00,513090,513090.SH,"513090.SH:4.3164,515880.SH:3.7232,159583.SZ:3.6193,515050.SH:3.0212,159363.SZ:2.8979,513750.SH:2.2700,513310.SH:1.9406,513190.SH:1.9368,159227.SZ:1.2212,512800.SH:1.0775",513090,2025-06-30,13:10:00,513090,513090.XSHG,"513090.XSHG:3.9844,515880.XSHG:3.4788,515050.XSHG:2.7949,159363.XSHE:2.6410,513750.XSHG:2.3964,513190.XSHG:2.1232,513310.XSHG:1.9000,159869.XSHE:1.5314,501018.XSHG:1.4289,512800.XSHG:1.1880",513090,True,True,8
2025-07-01,2025-07-01,13:10:00,513090,513090.SH,"513090.SH:4.2440,515880.SH:3.8209,159583.SZ:3.7967,515050.SH:3.1899,159363.SZ:2.9141,513750.SH:2.2554,513190.SH:2.0275,159869.SZ:1.8619,513310.SH:1.7835,159227.SZ:1.5036",513090,2025-07-01,13:10:00,513090,513090.XSHG,"513090.XSHG:4.2372,515880.XSHG:3.7134,159583.XSHE:3.5513,515050.XSHG:3.0114,159363.XSHE:2.7911,513750.XSHG:2.3522,513190.XSHG:2.0852,513310.XSHG:1.8646,159869.XSHE:1.6826,512800.XSHG:1.2482",513090,True,True,9
2025-07-02,2025-07-02,13:10:00,159851,159851.SZ,"159851.SZ:4.0919,513090.SH:3.9352,159583.SZ:3.1063,515880.SH:3.0296,515050.SH:2.5564,159363.SZ:2.2933,513750.SH:2.0317,513190.SH:1.8439,159869.SZ:1.7759,159227.SZ:1.6056",159851,2025-07-02,13:10:00,159851,159851.XSHE,"159851.XSHE:4.9249,513090.XSHG:4.2024,515880.XSHG:3.4658,159583.XSHE:3.4141,515050.XSHG:2.8861,159363.XSHE:2.6138,513750.XSHG:2.2142,513190.XSHG:2.0421,159869.XSHE:1.8138,513310.XSHG:1.5559",159851,True,True,9
2025-07-03,2025-07-03,13:10:00,513090,513090.SH,"513090.SH:3.8034,515880.SH:3.1990,159851.SZ:3.1937,159583.SZ:3.1575,515050.SH:2.8504,159363.SZ:2.1281,513750.SH:1.7170,159227.SZ:1.5440,159869.SZ:1.5221,513190.SH:1.3705",513090,2025-07-03,13:10:00,513090,513090.XSHG,"513090.XSHG:3.9556,159851.XSHE:3.8848,515880.XSHG:3.2978,159583.XSHE:3.2791,515050.XSHG:2.8530,159363.XSHE:2.3700,513750.XSHG:1.9660,513190.XSHG:1.6758,159869.XSHE:1.6464,159227.XSHE:1.4894",513090,True,True,10
2025-07-04,2025-07-04,13:10:00,515880,515880.SH,"515880.SH:2.9967,515050.SH:2.9718,159583.SZ:2.8697,159363.SZ:2.0123,159869.SZ:1.8910,159227.SZ:1.6342,513750.SH:1.5007,512800.SH:1.3597,159949.SZ:1.3331,560860.SH:1.2554",515880,2025-07-04,13:10:00,513090,513090.XSHG,"513090.XSHG:4.4769,159851.XSHE:3.8567,515880.XSHG:3.2511,159583.XSHE:3.1696,515050.XSHG:2.9803,159363.XSHE:2.2339,159869.XSHE:1.8136,513750.XSHG:1.7787,159227.XSHE:1.5702,513190.XSHG:1.4767",513090,False,False,7
2025-07-07,2025-07-07,13:10:00,513090,513090.SH,"513090.SH:4.1782,159851.SZ:3.5117,515050.SH:2.3613,515880.SH:2.2259,159583.SZ:2.0506,159227.SZ:1.6845,159869.SZ:1.6386,512800.SH:1.3899,159363.SZ:1.3709,512710.SH:1.2394",513090,2025-07-07,13:10:00,513090,513090.XSHG,"513090.XSHG:4.3053,159851.XSHE:3.6620,515050.XSHG:2.6872,515880.XSHG:2.6781,159869.XSHE:1.7633,159363.XSHE:1.7442,159227.XSHE:1.6342,513750.XSHG:1.3867,512800.XSHG:1.3496,512670.XSHG:1.2432",513090,True,True,8
2025-07-08,2025-07-08,13:10:00,159851,159851.SZ,"159851.SZ:3.8485,515050.SH:2.8118,159583.SZ:2.2963,159869.SZ:2.0425,159227.SZ:1.7081,159363.SZ:1.5494,512800.SH:1.4203,159949.SZ:1.3018,512670.SH:1.2999,159509.SZ:1.2759",159851,2025-07-08,13:10:00,513090,513090.XSHG,"513090.XSHG:4.6774,159851.XSHE:3.7992,515050.XSHG:2.7847,515880.XSHG:2.7312,159869.XSHE:1.8909,159227.XSHE:1.6845,159363.XSHE:1.6418,512800.XSHG:1.3810,516160.XSHG:1.3110,513750.XSHG:1.2652",513090,False,False,6
2025-07-09,2025-07-09,13:10:00,159851,159851.SZ,"159851.SZ:3.9492,515050.SH:2.9754,515880.SH:2.8420,159583.SZ:2.3642,159869.SZ:2.1756,515790.SH:1.6783,159227.SZ:1.6779,159363.SZ:1.6605,512800.SH:1.5305,159949.SZ:1.4695",159851,2025-07-09,13:10:00,159851,159851.XSHE,"159851.XSHE:4.0256,515050.XSHG:2.9547,515880.XSHG:2.8595,159869.XSHE:2.0160,159227.XSHE:1.7784,159363.XSHE:1.7207,516160.XSHG:1.5177,512800.XSHG:1.4944,159949.XSHE:1.3823,512670.XSHG:1.3354",159851,True,True,8
2025-07-10,2025-07-10,13:10:00,159851,159851.SZ,"159851.SZ:3.9456,515050.SH:2.9696,515880.SH:2.7656,515790.SH:2.3469,159869.SZ:2.2729,159583.SZ:2.1495,512800.SH:1.6944,159363.SZ:1.6233,159949.SZ:1.5872,159509.SZ:1.5681",159851,2025-07-10,13:10:00,159851,159851.XSHE,"159851.XSHE:4.0531,515050.XSHG:2.8638,515880.XSHG:2.7334,159869.XSHE:2.1598,515790.XSHG:1.7917,516160.XSHG:1.7632,512800.XSHG:1.6411,159363.XSHE:1.6026,159227.XSHE:1.4843,159949.XSHE:1.4539",159851,True,True,8
2025-07-11,2025-07-11,13:10:00,159851,159851.SZ,"159851.SZ:4.6254,515050.SH:2.8944,515790.SH:2.7477,515880.SH:2.6832,159869.SZ:2.1618,159583.SZ:2.1174,159949.SZ:1.8103,159509.SZ:1.7154,159363.SZ:1.7002,159566.SZ:1.3757",159851,2025-07-11,13:10:00,159851,159851.XSHE,"159851.XSHE:4.4321,515050.XSHG:2.9462,515880.XSHG:2.7748,515790.XSHG:2.2991,159869.XSHE:2.2285,516160.XSHG:1.9940,159949.XSHE:1.7040,159363.XSHE:1.6767,512800.XSHG:1.6679,159509.XSHE:1.5949",159851,True,True,8
2025-07-14,2025-07-14,13:10:00,159851,159851.SZ,"159851.SZ:3.4479,515790.SH:3.0935,515050.SH:2.9518,515880.SH:2.6615,515210.SH:2.0911,159583.SZ:2.0758,159509.SZ:1.7750,159363.SZ:1.7610,159949.SZ:1.7509,159566.SZ:1.4786",159851,2025-07-14,13:10:00,515050,515050.XSHG,"515050.XSHG:2.9779,515880.XSHG:2.7206,515790.XSHG:2.6520,516160.XSHG:2.0410,159509.XSHE:1.7387,159363.XSHE:1.7002,159949.XSHE:1.6988,515210.XSHG:1.6828,512800.XSHG:1.4199,159227.XSHE:1.3329",515050,False,False,7
2025-07-15,2025-07-15,13:10:00,515050,515050.SH,"515050.SH:3.9389,515790.SH:3.0045,159851.SZ:2.8220,515210.SH:2.1418,159949.SZ:2.0077,159915.SZ:1.4975,159967.SZ:1.3635,562800.SH:1.2922,159869.SZ:1.2598,513750.SH:1.1899",515050,2025-07-15,13:10:00,515050,515050.XSHG,"515050.XSHG:3.5250,159851.XSHE:3.3815,515880.XSHG:3.3074,515790.XSHG:2.9307,159363.XSHE:2.2405,516160.XSHG:1.9897,515210.XSHG:1.9613,159509.XSHE:1.9433,159949.XSHE:1.9084,159869.XSHE:1.5407",515050,True,True,6
2025-07-16,2025-07-16,13:10:00,515050,515050.SH,"515050.SH:4.3679,515790.SH:3.1108,159851.SZ:2.4089,159509.SZ:2.1862,159949.SZ:2.1585,515210.SH:2.0206,159915.SZ:1.6520,516510.SH:1.5903,562800.SH:1.4165,159967.SZ:1.4057",515050,2025-07-16,13:10:00,515050,515050.XSHG,"515050.XSHG:4.1302,515880.XSHG:3.9757,515790.XSHG:3.0266,159363.XSHE:2.9626,159851.XSHE:2.9205,159509.XSHE:2.1032,159949.XSHE:2.0768,515210.XSHG:1.9824,516160.XSHG:1.8502,159915.XSHE:1.5695",515050,True,True,7
2025-07-17,2025-07-17,13:10:00,159363,159363.SZ,"159363.SZ:4.5625,159583.SZ:4.5495,515790.SH:3.2003,513120.SH:3.1018,159509.SZ:2.4883,159949.SZ:2.4651,515210.SH:2.3232,159851.SZ:2.1888,159892.SZ:2.1764,516510.SH:2.1130",159363,2025-07-17,13:10:00,515050,515050.XSHG,"515050.XSHG:4.7329,515880.XSHG:4.5435,159583.XSHE:3.8001,159363.XSHE:3.6423,515790.XSHG:3.1572,159851.XSHE:2.5631,159509.XSHE:2.3269,159949.XSHE:2.2583,515210.XSHG:2.1584,516160.XSHG:1.7844",515050,False,False,7
2025-07-18,2025-07-18,13:10:00,159892,159892.SZ,"159892.SZ:3.5695,515790.SH:2.8896,515210.SH:2.6749,159949.SZ:2.6114,516510.SH:2.5207,562800.SH:2.2870,515980.SH:2.1223,159915.SZ:2.0192,515120.SH:1.7579,159992.SZ:1.7071",159892,2025-07-18,13:10:00,159363,159363.XSHE,"159363.XSHE:4.6961,159583.XSHE:4.6876,513120.XSHG:3.1960,515790.XSHG:3.1760,159509.XSHE:2.7791,515210.XSHG:2.5231,159949.XSHE:2.5090,159892.XSHE:2.2040,516510.XSHG:2.1736,159851.XSHE:2.0956",159363,False,False,5
2025-07-21,2025-07-21,13:10:00,159892,159892.SZ,"159892.SZ:4.9671,562800.SH:3.1629,515790.SH:2.9894,159949.SZ:2.7776,516510.SH:2.7135,159509.SZ:2.7124,515120.SH:2.3093,515980.SH:2.2734,159992.SZ:2.2581,159915.SZ:2.1958",159892,2025-07-21,13:10:00,159583,159583.XSHE,"159583.XSHE:4.8835,159892.XSHE:3.5695,515210.XSHG:3.1497,515790.XSHG:3.1158,516150.XSHG:3.0539,159949.XSHE:2.6353,159509.XSHE:2.6229,562800.XSHG:2.5285,516510.XSHG:2.3771,159915.XSHE:2.0551",159583,False,False,7
2025-07-22,2025-07-22,13:10:00,562800,562800.SH,"562800.SH:4.1473,515790.SH:3.4283,159949.SZ:3.0739,515120.SH:2.8341,159992.SZ:2.7560,159509.SZ:2.7534,516510.SH:2.7134,159915.SZ:2.4561,515980.SH:2.3878,159819.SZ:1.7387",562800,2025-07-22,13:10:00,516150,516150.XSHG,"516150.XSHG:4.3918,515210.XSHG:3.9306,562800.XSHG:3.3494,515790.XSHG:3.3237,159949.XSHE:2.9899,159509.XSHE:2.7419,516510.XSHG:2.6727,560860.XSHG:2.4976,515120.XSHG:2.4832,159992.XSHE:2.4328",516150,False,False,7
2025-07-23,2025-07-23,13:10:00,562800,562800.SH,"562800.SH:4.9807,560860.SH:3.7392,515790.SH:3.3023,159949.SZ:3.1704,515120.SH:2.8758,516510.SH:2.8709,159992.SZ:2.8107,159509.SZ:2.7014,159915.SZ:2.5670,515980.SH:2.4660",562800,2025-07-23,13:10:00,515210,515210.XSHG,"515210.XSHG:4.9453,562800.XSHG:4.3436,515790.XSHG:3.5337,560860.XSHG:3.2179,159949.XSHE:3.1616,516510.XSHG:2.8199,515120.XSHG:2.7614,159509.XSHE:2.7611,159992.XSHE:2.6763,159915.XSHE:2.5364",515210,False,False,9
2025-07-24,2025-07-24,13:10:00,560860,560860.SH,"560860.SH:4.6456,515120.SH:3.2236,515790.SH:3.2233,159992.SZ:3.1723,159949.SZ:3.1387,561330.SH:2.8519,516510.SH:2.7343,159509.SZ:2.6354,159915.SZ:2.6167,512400.SH:2.4864",560860,2025-07-24,13:10:00,560860,560860.XSHG,"560860.XSHG:3.9433,515790.XSHG:3.3428,159949.XSHE:3.1704,515120.XSHG:3.0128,159992.XSHE:2.9549,159509.XSHE:2.8263,516510.XSHG:2.8262,159915.XSHE:2.5866,515980.XSHG:2.4324,516160.XSHG:2.1975",560860,True,True,8
2025-07-25,2025-07-25,13:10:00,159583,159583.SZ,"159583.SZ:4.7342,515120.SH:3.3303,159992.SZ:3.2750,561330.SH:3.1866,159949.SZ:2.9676,516510.SH:2.9106,512400.SH:2.8510,515790.SH:2.7681,159915.SZ:2.5323,512170.SH:2.3823",159583,2025-07-25,13:10:00,560860,560860.XSHG,"560860.XSHG:4.6610,515120.XSHG:3.3084,159992.XSHE:3.2506,159949.XSHE:3.1661,515790.XSHG:3.1191,516510.XSHG:2.9754,159915.XSHE:2.6482,159509.XSHE:2.5823,515980.XSHG:2.5579,512400.XSHG:2.5142",560860,False,False,7
2025-07-28,2025-07-28,13:10:00,159583,159583.SZ,"159583.SZ:4.6066,515120.SH:3.9537,159992.SZ:3.8833,561330.SH:3.2853,512400.SH:3.0080,159949.SZ:2.9476,513750.SH:2.8563,516510.SH:2.7059,515980.SH:2.6664,512170.SH:2.5846",159583,2025-07-28,13:10:00,515120,515120.XSHG,"515120.XSHG:3.6380,159992.XSHE:3.5783,159949.XSHE:3.0597,516510.XSHG:2.8448,512400.XSHG:2.7805,515980.XSHG:2.7161,515790.XSHG:2.6457,159915.XSHE:2.5890,513750.XSHG:2.5418,512170.XSHG:2.3609",515120,False,False,8
2025-07-29,2025-07-29,13:10:00,159992,159992.SZ,"159992.SZ:4.9500,561330.SH:3.4743,159949.SZ:3.2719,513750.SH:3.1931,515980.SH:3.1833,512170.SH:3.1669,516510.SH:3.1144,512400.SH:3.0944,512010.SH:2.9372,159915.SZ:2.7928",159992,2025-07-29,13:10:00,515120,515120.XSHG,"515120.XSHG:4.3231,159992.XSHE:4.2455,159949.XSHE:3.1794,516510.XSHG:3.0097,512400.XSHG:2.9872,515980.XSHG:2.9409,513750.XSHG:2.7642,512170.XSHG:2.7340,159915.XSHE:2.6923,512010.XSHG:2.4512",515120,False,False,9
2025-07-30,2025-07-30,13:10:00,513750,513750.SH,"513750.SH:3.8642,512170.SH:3.7704,512010.SH:3.7557,515980.SH:3.4084,159949.SZ:3.3103,516510.SH:3.1285,512400.SH:3.0542,159819.SZ:2.9486,515220.SH:2.0155,588220.SH:1.9701",513750,2025-07-30,13:10:00,512170,512170.XSHG,"512170.XSHG:3.3413,513750.XSHG:3.3164,159949.XSHE:3.2845,515980.XSHG:3.2649,516510.XSHG:3.1359,512400.XSHG:3.1057,512010.XSHG:3.1018,159915.XSHE:2.8132,159819.XSHE:2.7458,515220.XSHG:2.1049",512170,False,False,9
2025-07-31,2025-07-31,13:10:00,515980,515980.SH,"515980.SH:3.7851,512010.SH:3.7774,512170.SH:3.5579,513750.SH:3.4543,159819.SZ:3.2786,159949.SZ:2.7113,588790.SH:2.4421,588220.SH:2.0134,159883.SZ:1.7935,159509.SZ:1.6402",515980,2025-07-31,13:10:00,560860,560860.XSHG,"560860.XSHG:4.8745,515980.XSHG:3.6242,512170.XSHG:3.5927,512010.XSHG:3.5845,513750.XSHG:3.5683,516510.XSHG:3.4118,159949.XSHE:3.1559,159819.XSHE:3.1177,159915.XSHE:2.7063,512400.XSHG:2.5285",560860,False,False,6
2025-08-01,2025-08-01,13:10:00,159509,159509.SZ,"159509.SZ:1.3588,513500.SH:0.4714,501018.SH:0.4052,159518.SZ:0.0011",159509,2025-08-01,13:10:00,159509,159509.XSHE,"159509.XSHE:1.5451,513500.XSHG:0.5031,513100.XSHG:0.5014,501018.XSHG:0.2719",159509,True,True,3
2025-08-04,2025-08-04,13:10:00,159985,159985.SZ,"159985.SZ:0.0509,518880.SH:0.0001",159985,2025-08-04,13:10:00,518880,518880.XSHG,518880.XSHG:0.0001,518880,False,False,1
2025-08-05,2025-08-05,13:10:00,159509,159509.SZ,"159509.SZ:1.1365,513290.SH:0.4556,513500.SH:0.3701,159985.SZ:0.0508,518880.SH:0.0009",159509,2025-08-05,13:10:00,159509,159509.XSHE,"159509.XSHE:1.1809,513290.XSHG:0.5151,513500.XSHG:0.3723,159985.XSHE:0.0600,518880.XSHG:0.0002",159509,True,True,5
2025-08-06,2025-08-06,13:10:00,159509,159509.SZ,"159509.SZ:1.0296,513520.SH:0.0528,159985.SZ:0.0417,161226.SZ:0.0085,159502.SZ:0.0075,518880.SH:0.0030",159509,2025-08-06,13:10:00,159509,159509.XSHE,"159509.XSHE:1.1178,159985.XSHE:0.0508,161226.XSHE:0.0228,159502.XSHE:0.0191,518880.XSHG:0.0010",159509,True,True,5
2025-08-07,2025-08-07,13:10:00,159583,159583.SZ,"159583.SZ:4.3491,159363.SZ:4.2365,588790.SH:4.0757,515050.SH:3.2385,515980.SH:3.2037,562800.SH:2.7247,159819.SZ:2.6682,588220.SH:2.6307,516510.SH:2.4537,515120.SH:2.4313",159583,2025-08-07,13:10:00,159583,159583.XSHE,"159583.XSHE:4.9569,588790.XSHG:3.9930,516150.XSHG:3.9246,515050.XSHG:3.8270,515980.XSHG:3.4571,562800.XSHG:3.1057,515120.XSHG:3.0790,159992.XSHE:2.9969,159819.XSHE:2.9409,516510.XSHG:2.8322",159583,True,True,8
2025-08-08,2025-08-08,13:10:00,159892,159892.SZ,"159892.SZ:4.3886,159583.SZ:3.7281,159363.SZ:3.0248,588790.SH:2.9984,562800.SH:2.9406,515050.SH:2.6273,515980.SH:2.5002,159218.SZ:2.3926,560860.SH:2.3601,588220.SH:2.2405",159892,2025-08-08,13:10:00,159583,159583.XSHE,"159583.XSHE:4.5582,516150.XSHG:4.1165,159363.XSHE:4.0971,588790.XSHG:3.5456,562800.XSHG:3.3807,515050.XSHG:3.2905,515980.XSHG:3.0616,560860.XSHG:2.4987,159819.XSHE:2.4834,588220.XSHG:2.4813",159583,False,False,8
2025-08-11,2025-08-11,13:10:00,159583,159583.SZ,"159583.SZ:3.5429,513120.SH:3.2913,159892.SZ:3.1493,159218.SZ:2.7984,588790.SH:2.7721,159363.SZ:2.7185,515050.SH:2.6195,515980.SH:2.4235,159227.SZ:2.1745,562500.SH:2.1262",159583,2025-08-11,13:10:00,159509,159509.XSHE,"159509.XSHE:1.2221,513500.XSHG:0.3258,513100.XSHG:0.3157,513520.XSHG:0.2623,513310.XSHG:0.1041,159985.XSHE:0.0520,518880.XSHG:0.0197,161226.XSHE:0.0048,159980.XSHE:0.0001",159509,False,False,0
2025-08-12,2025-08-12,13:10:00,588790,588790.SH,"588790.SH:3.1218,515980.SH:2.8616,159363.SZ:2.8267,515050.SH:2.7816,159218.SZ:2.7539,588220.SH:2.5539,562800.SH:2.4401,159819.SZ:2.0522,159892.SZ:2.0272,159206.SZ:2.0268",588790,2025-08-12,13:10:00,159583,159583.XSHE,"159583.XSHE:3.7300,588790.XSHG:3.1136,513120.XSHG:3.0873,159892.XSHE:2.9799,159363.XSHE:2.9708,562800.XSHG:2.8530,515050.XSHG:2.7928,515980.XSHG:2.7537,159218.XSHE:2.5948,516150.XSHG:2.5694",159583,False,False,7
2025-08-13,2025-08-13,13:10:00,588790,588790.SH,"588790.SH:3.1925,159218.SZ:3.0614,588220.SH:2.8809,159819.SZ:2.5804,159206.SZ:2.3675,562800.SH:2.2747,159667.SZ:2.2388,159892.SZ:2.0643,513120.SH:2.0367,159883.SZ:2.0101",588790,2025-08-13,13:10:00,159583,159583.XSHE,"159583.XSHE:4.4914,159363.XSHE:3.5645,515050.XSHG:3.3974,515980.XSHG:3.3940,588790.XSHG:3.2535,159218.XSHE:2.9157,588220.XSHG:2.7856,562800.XSHG:2.6084,159892.XSHE:2.5248,513120.XSHG:2.4981",159583,False,False,6
2025-08-14,2025-08-14,13:10:00,159583,159583.SZ,"159583.SZ:4.9045,515980.SH:4.2877,515050.SH:3.8611,159363.SZ:3.8068,588790.SH:2.9479,159819.SZ:2.7370,588220.SH:2.5685,159218.SZ:2.3999,588200.SH:2.2753,159667.SZ:1.9613",159583,2025-08-14,13:10:00,159583,159583.XSHE,"159583.XSHE:4.9459,515980.XSHG:4.0038,159363.XSHE:3.8619,515050.XSHG:3.7828,588790.XSHG:3.2146,159218.XSHE:2.7609,588220.XSHG:2.7511,159819.XSHE:2.6645,562800.XSHG:2.2360,513120.XSHG:2.2251",159583,True,True,8
